0,1,2,3,4,5,6,7,8,9
Radical Capitalist,UCMqhQ-Ken7aqk2XWvm_2MSQ,7640.0,938409,84,77,False,2011-11-30,2021-02-02,2020-05-07
radicalposer,UC5ltskWQhHM-GNj8YCngQ9Q,10.0,18609,1,0,False,2010-03-18,,2019-12-31
Radio Anglo,UCz1nG8Zpagou0uEvaJFZjDQ,36.0,1433,1,0,False,2020-06-07,,2020-10-03
Radio Athéna,UCdqoRecG2o9oI8CA-kx2Wpg,11200.0,1144405,207,0,True,2018-09-03,,2019-12-26
radiobezcenzury,UCApPGjZk07-Z2ixqgT3CfsQ,471.0,178117,62,0,True,2011-03-25,,2019-03-01
Radio Derb Podcasts,UClG2ikmWIVp04wc1gXmnYVw,460.0,14885,113,0,True,2019-01-11,,2021-03-28
Radio Hussar,UCUWFZiRLLdfCKSLWMh-VFtA,661.0,62563,111,1,True,2018-05-26,,2019-03-01
Radio Islam TV,UC4S5JnChSeT7dhHcUrP0tiA,0.0,3774,105,0,False,2017-08-18,,2019-03-01
Radio Konservativ,UCTknXv5YgcRu3UBF6O24ElQ,7220.0,193141,22,0,True,2017-03-02,,2020-12-31
Radio-Québec,UCxLJZvb6-tlvk5Lq_vyETOQ,125444.0,5529072,254,251,False,2017-06-27,2020-10-15,2020-07-01
Radio Reconquista,UCbQQ_V7DOYrLkH2EXGWNa8w,225.0,3919,2,0,False,2014-05-20,,2019-03-01
Radio Rhodesia,UCruqUqJ8p0q_4bBlRf9dkuA,325.0,72657,22,0,True,2018-10-01,,2020-09-26
Radio Svegot,UCXJ2R8J7vz-mV-xRdfA88sQ,1930.0,204237,261,210,False,2020-05-23,2020-12-30,2020-10-01
Radio Thermopyles,UCWOwppliw5Yw33tlSdheI8w,301.0,7783,18,0,True,2019-03-21,,2021-03-27
Radio Werewolf Unofficial,UC4kZwaAQ39O7GBnYGfMhFxQ,781.0,127126,30,3,True,2015-12-30,,2019-03-01
radlrudi1,UCpoMf13VB4BRhFWxbgaAHDw,1030.0,2371316,73,0,True,2010-06-14,,2020-10-03
Radosław Patlewicz,UCrvrm9-f207nKoh0w4XYpSg,15500.0,3351774,308,0,True,2014-10-31,,2020-10-27
Raewu Magnus,UCiSvL_PPKLUpz3kUAAEj-cQ,407.0,6750,7,0,True,2018-02-21,,2019-12-19
Rafael Gastelum,UC5wUiDN0NRrTR2dVEJ2p5hw,2196.0,3337307,41,0,False,2008-08-26,,2019-03-01
Rafa Palos Agente Doble,UCKVO72OPUh5uUufWKRpBQaQ,10.0,1139,17,0,True,2020-05-09,,2020-11-11
RafaVideoart,UCPY-ki3aVheztvgHRlJdofw,17251.0,18522591,116,51,False,2010-11-19,2021-07-27,2019-03-01
rafik7020,UCqepVBu_os7jLG6C5CQHyqg,771.0,896674,67,0,False,2010-10-19,,2019-03-01
rageunderground,UChV9_g3kw7wKqUnh_nvoAzQ,15600.0,5283259,127,0,True,2007-09-07,,2021-01-19
Raging Golden Eagle,UC-_1OuLOwK8ve25sIu-5L5w,63800.0,8238606,793,1,True,2013-10-12,,2020-04-30
Raging Humanist,UC2_mQfP9xwV89Tq5vmHMSzg,8795.0,876932,226,203,True,2015-06-17,2021-03-26,2020-02-18
Ragnar Odinsson,UC_5KbP07aRoRM8k0u6lxu4A,30.0,1389,1,0,False,2014-04-26,,2020-10-20
RAHEEL MUKADAM,UCwE6c1CVZ7Sj0vZg3c_DMsg,176.0,62652,49,1,False,2011-12-02,,2019-03-01
Raheem Kassam,UC2RIbH09wqI75Kn2ay3GUUA,22600.0,3936471,216,0,True,2006-09-11,,2020-11-02
Rah E Nijaat,UCGfejTHAsiP4zlbeVgv51SQ,7.0,1029,1,0,False,2015-01-18,,2019-03-01
rahman nabil,UCD92bKDnrCUvedu2evnXA0Q,1.0,64,1,0,False,2014-01-25,,2019-03-01
rahotep1000,UCfUkLxeRTu17O9C4xc-f9fw,215.0,6325,8,0,True,2012-09-11,,2021-05-12
RAI ALL DAY,UCH_c4qT76YolZyl4_aAVOHQ,15.0,4242,16,0,False,2016-03-20,,2019-03-01
Rainbowstraightener,UCz85gKJXBYE1i9lopnt6U4w,6.0,2848,5,0,True,2009-06-03,,2021-06-04
RAIR FOUNDATION USA,UCrB-vUYFAzvl60OlXZFs5LQ,5339.0,1702081,347,305,False,2017-09-25,2020-09-29,2020-01-24
Raitis,UC47NpEmHLKRm-jQAGb2hU3g,1865.0,1165197,31,0,False,2008-05-19,,2019-03-01
Rakibullah Sazib,UC5idNlG7NeIPt7hKq30WXOQ,220.0,80362,6,0,False,2012-01-18,,2019-03-01
rally4islam,UCXUrnsmhpcBK3c6i6e8uH_w,102.0,9753,3,0,False,2014-05-28,,2019-03-01
RALPHLAURINO,UCenTGAHwh_DZmQdTfEGJGmg,19145.0,30009768,435,2,True,2006-12-24,,2019-03-01
Ralph Randolph,UC_XFkRUioB3gHT6suy2iBvw,208.0,16820,89,1,False,2016-10-08,2020-06-09,2019-03-01
rambergsvandraren,UCoJTPBRSgJIS7ssINnZFLBg,47.0,47546,3,0,False,2009-02-15,,2019-03-01
Rameeez420517,UCQ-hAFtFvefprVX_UhtP57Q,449.0,307098,40,0,False,2007-06-28,,2019-03-01
RaMmStEiNGerRockz,UCQ_u-OiCO_68F-iUNsKW0jg,74.0,1766031,12,1,True,2007-04-17,,2019-03-01
Ramola D Reports,UCrcQ5JFUqWnniYozQhGnRhQ,16000.0,1297807,482,80,True,2017-07-18,2021-03-05,2020-08-11
ramzpaul,UCIibK0GTXCaQCAamJAepm1g,72626.0,5328290,477,18,True,2008-06-08,,2020-08-26
Ramzy Baroud,UCfiw1nQpyovDxoYPqzFIPYA,251.0,48156,23,0,True,2014-03-17,,2021-03-27
ranban282,UCn6-sTZ5zFVN3X1idey1QAg,344.0,663303,4,0,False,2007-01-16,,2020-09-26
randalusa,UCEGtF-a04njbyJ9FCnE-_1g,2590.0,608769,76,0,True,2006-10-10,,2020-09-26
Random SA Things,UC5zNBtbQJiHQlauvmO5bzHg,220.0,1298798,38,0,True,2006-03-07,,2021-03-07
Random Thoughts,UCASEIw2nGV2VZs5CCBuDDbw,0.0,128327,203,0,True,2020-04-13,,2020-07-19
random uploads,UCPS646QbFnX8Rjynu38Pw1A,19.0,1106,9,1,False,2019-11-23,,2020-05-10
Randy Hillier,UCLGo01rLCslOyBF19dc7F2Q,7040.0,540570,356,1,True,2007-12-12,,2020-11-24
Rants Derek,UCAReUnA0TJ6Js-OrcG6WGjQ,8452.0,822833,371,309,False,2018-04-24,2020-05-14,2020-02-04
RAP/CRAP SUCKS/BRUH/SHIT SKIN ASSASSIN,UCNHuQGEOwifNtTfTj7lI-_w,35.0,32869,11,0,True,2008-05-26,,2021-04-18
Rapeable,UC-kz4SXMwA2Ut5w07qVPnxQ,1060.0,497907,9,0,True,2016-06-30,,2020-11-05
RaphaelGWarnock,UCcxgNQddjockWqfh309y4uA,1230.0,559936,111,0,True,2012-09-26,,2020-11-24
Raphaël Melki,UCrCJROq7UUC84DiU4iPCTkA,18590.0,3535244,33,1,True,2012-07-02,,2019-03-01
Rare Shitposts II The Electric Joogaloo,UCKitYJhOMZhghjXa5S_3AMw,436.0,83007,64,20,True,2020-09-18,2021-07-30,2021-07-11
rasaviharii,UCwmEvgGj4rlCWyvQWIIlySg,6597.0,1251391,22,1,True,2006-11-11,,2019-03-01
rascrifice,UCFiVxE2bjLpxmisd_rl9e6g,38726.0,54520190,8,1,True,2008-05-03,,2019-03-01
rasdreadlock,UCz6q763oYhMMJCTawSjJSrA,3948.0,75722,76,1,False,2007-12-13,,2019-03-01
Rasmus Paludan,UCYorqAzzqqe8O9CxHKLHLEg,5879.0,2148640,82,81,False,2013-11-24,2020-06-10,2020-05-02
rassemblement français,UCRd6AmckXVHF7JydpNNOOKg,324.0,235012,86,0,True,2014-01-16,,2020-04-19
Rassen Kriege,UCmd8vQ4FZU1Cm6XJpC6H6Rw,4.0,2184,4,1,True,2017-08-04,,2019-03-01
Rathnakumar S,UCDjEqFqoyPFFivO0F-p7leA,754.0,298779,42,0,True,2012-12-01,,2020-01-18
Rational Believer,UCe9vItWRBhVS02qWncdJBlQ,100392.0,3831052,113,0,False,2015-12-18,,2019-03-01
Rational Disconnect,UCViO5gRp5Boa6QslAo-gPAQ,18166.0,415722,19,0,False,2017-01-15,,2019-03-01
RaudomannaTV ITA,UC1uk48Oa64g6KEzQmP7N0SQ,124.0,2668,60,0,False,2014-10-21,,2019-03-01
raulvz,UC7dapBXf9QoVdQ7Qvme-yow,42000.0,12945884,730,2,False,2007-02-12,,2019-03-01
ravagednation,UCeScZ3DwgmehTxdfANxDTtA,90.0,29396,4,0,True,2010-02-28,,2020-10-03
raven2000ka2,UCShaAtx27i-b2XFurBTQBdw,468.0,165684,21,0,True,2007-08-23,,2020-07-25
Ravox Brasil,UCXHIVqy5OJJu5idlT2UP66Q,168000.0,7467807,882,0,True,2018-07-18,,2019-11-16
RAW Q Boswin,UCtvvgdBv6tYDi2uU-LkY5AQ,1320.0,58505,85,33,True,2009-06-01,2021-04-07,2020-05-08
R.A.W.W. - Raising Awareness World Wide,UCD-sKs8d5RQXIoqx2su6ejQ,1950.0,204081,72,17,True,2014-04-09,2021-04-10,2019-03-01
Ray An,UCJ58dyPucUlfKI0GoY0ofww,14.0,1974,7,5,False,2015-11-14,2021-01-30,2019-03-01
RAYDIO ROENTGEN,UC5ybBkfzNOzuU6GEHugJaTQ,2760.0,202607,22,0,True,2009-04-18,,2020-07-11
Raym,UCFY1nd7VxdKRIBIjhFLruCA,63.0,10141,11,0,False,2013-01-26,,2019-03-01
raymie kiernan,UCDpiFDs3kV8XJZNyfnwuvbw,3.0,3825,13,0,True,2011-01-30,,2020-11-23
Ray Poward,UCSlTrHui8NNRQdxvbJlRdpw,140.0,20910,21,0,True,2006-03-29,,2020-06-12
Rayshard Brooks,UCmIWIuwnP6hABA-N_J847MQ,25.0,2452,1,0,False,2013-05-25,,2020-06-16
Razboiul Informational,UCAXw_zaBgroe1GDzW0EDqmw,1200.0,144020,219,5,False,2018-07-10,,2020-10-21
Razón Histórica,UC6lTtp2ab5o3HU7MlXRh10Q,2110.0,1203910,52,0,True,2010-03-17,,2020-04-18
RazorBladeKandy2,UCrSJF7GT6MOm6PxYmv0H3_g,17302.0,3419401,172,0,False,2013-08-19,,2019-03-01
RBISMYLIFE,UCp4xBE80SiXuJlt57hoeVZw,1570.0,81163,3,0,True,2011-07-30,,2020-01-10
rbnyewtube,UCr-idpH26LtknyITYayh7aw,3.0,8304,2,0,True,2007-04-23,,2021-02-28
rbob rice,UCKwz8sMIAZKnRU8PkNzi6Aw,883.0,613213,1,0,False,2014-04-28,,2020-11-25
RCECRD,UCrwTRmuwJrl7o7xdV5VLhAA,163.0,577264,8,0,True,2007-03-08,,2020-10-03
RClutchhh,UC-7RAUeykXQB0QZugBNpH4A,376.0,480786,33,0,False,2012-01-18,,2020-08-15
RDoctorD,UCascFXQQoD3tVaj_kJN7KCg,15700.0,601081,144,138,False,2010-08-10,2021-08-02,2020-05-30
RDT45,UCKmj5Ankp8iStl-rWUIq-ag,1720.0,1654336,62,0,True,2013-03-15,,2020-04-19
Read This,UC8nWhCkRzr4Zqo7QTDdnxYw,720.0,425918,102,0,False,2010-05-25,,2019-03-01
READY TO GLARE,UC1nJzvNaB_ql4RHrzgozrQQ,550000.0,105094543,795,0,True,2016-05-08,,2020-05-25
Real American Report,UCAP0lSiDgW7ZZmPwnDH5g4w,421.0,3523,183,22,True,2019-09-12,2021-02-26,2020-10-23
Real Coffee with Scott Adams,UCfpnY5NnBl-8L7SvICuYkYQ,40700.0,7377479,1455,0,True,2018-05-21,,2019-11-28
Real Crusades History,UCpiumHmUE5EZeLTftxv9qGw,122000.0,15083399,639,6,True,2008-08-15,,2019-11-24
Real Europe,UCkDx49UTg_NewcjlwOK83cA,2576.0,868426,74,71,False,2009-11-10,2021-06-10,2019-03-01
RealFactNews ThatElitistsWillCallFake,UCKmKXu_tk0Lv6b4JdCMCIWw,11.0,847,9,0,False,2017-01-02,,2019-03-01
Real Help for Transgender Children,UCo0HGEaxMnOm5gK6ra1_k0Q,73.0,640,3,0,True,2019-09-09,,2020-01-02
Real Information Center,UC-PPtpyaXwlsqXjOOou2EiA,950.0,370938,118,0,True,2016-07-26,,2020-04-19
Real Islam TV,UC0rRnqYYxOEd-vRTL7GyLtg,91.0,11782,3,0,False,2015-01-16,,2019-03-01
Realistenfilm,UC7TMGm3eYEacyLn0-AbuERA,621.0,747218,68,0,True,2009-01-09,,2021-03-28
Realitätsverweigerung ist heilbar,UCHJjQFRYT1c_njjOMpyaAmw,34.0,8811,13,0,True,2012-09-21,,2020-07-11
Reality Party,UCXCft9KbgqHzunW-lolVobQ,9.0,3175,6,0,True,2017-05-27,,2020-11-23
Reality Switch,UCBOsRA05H3oWDtFS6y2WBcw,951.0,27126,37,0,True,2020-09-20,,2021-04-18
Reality Zone,UCX4kh_GPnvRdWtSDDaNy4GQ,5150.0,332974,105,0,True,2015-12-07,,2020-06-04
reallygraceful,UCY-UU3bN4FkMILC-CMd8N5w,251105.0,20505145,198,50,True,2010-01-10,,2021-03-03
Real McGoy,UCoHbKigbQVbt6mygvfKwgmA,4545.0,2416830,50,3,True,2016-03-23,,2019-03-01
Real Media,UC5WDaQhbRoW_PWPxWrCxYpA,57.0,28746,159,11,False,2017-02-10,,2019-03-01
realmilitaryflix,UCbUMFiNmlkxs4I7tIoquEKQ,16200.0,6183614,789,2,True,2008-01-18,,2019-11-24
RealNews,UCt66NJRyoWvjrWdUD-bAB2Q,135.0,91144,15,0,True,2009-10-27,,2020-07-13
Real News Channel,UCGgqBD4vQgG1DDwR3S9i6mQ,1600.0,91131,125,30,True,2020-08-30,2021-03-17,2021-01-24
Real News Delaware,UCNXgeWN8tkfmca0UkbTvDKA,11.0,13568,17,0,True,2017-07-04,,2020-10-20
realrobchaos,UCAFeWR9XpnCQLaROGBW2kYw,107.0,9172,12,0,False,2006-09-15,,2021-03-16
RealTimWalton,UCydWc0Z-beFKPfsvlzjjfMg,239.0,39540,16,1,True,2018-09-20,,2020-11-21
real truth,UCIHTxnZUnZ5LoV9Z5_fwuQw,6.0,72,1,1,False,2009-07-21,2020-11-15,2019-03-01
Realuus Ennitt Sr.,UC91fgXh7HJHkhzFQ4htmXIw,1340.0,67728,12,1,False,2007-04-10,2021-04-14,2020-08-08
Real Woodpile,UCPvvfCT1pWAxznj9xiJenvg,518.0,152473,4,0,False,2006-11-17,,2019-03-01
Real World,UCpkbXTRk39Z4rKO6KOuGNdw,4610.0,282158,83,0,True,2019-01-06,,2021-02-09
Reasonable Doubtt,UCuqfD7ac0mLDolKzekM3ICg,7613.0,1266796,84,11,False,2014-01-23,2019-06-05,2019-03-01
Reason and Theology,UC9Z-xXb0tzX2FSCSDEnNJ8w,4520.0,439479,645,0,True,2019-01-17,,2020-09-12
Reasoned,UCX469QlvW5gdPCMek-d-kuQ,42900.0,2329907,333,0,True,2018-06-17,,2020-10-10
ReasonReport,UCatn5cfkfCEMX8CwNZ37mgw,2083.0,1813300,423,8,True,2016-10-05,,2019-03-01
Rebel Edge,UCOZN0I173I_3aIDrPw0Irmw,76300.0,7442298,152,4,True,2017-02-18,,2020-11-23
Rebellion Against ZOG,UC1oim6LPn4qWLHy-_zA9IIw,39.0,4012,4,1,True,2013-08-07,,2019-03-01
Rebellion Party,UCTvu67dk-XNtaGshG63ZLGw,33.0,2678,36,0,True,2015-04-30,,2020-01-23
RebelSonOfficial,UCm4gyQiUUlKB7DU8iUUoFKA,13007.0,5276749,43,3,True,2010-11-09,,2019-03-01
Rechtsausleger,UCTzfGo27YRqkShdnPxQyXLg,194.0,3829,24,0,True,2019-12-22,,2020-11-07
Rechtschreibdiktator,UCBTLjeJGeqKXOP4nqYzi-3Q,18.0,422,2,0,True,2018-02-16,,2021-05-17
rechtsgabber,UCmoxuP8vYCzOTZcmN5sPkHw,5.0,476,8,0,True,2021-02-26,,2021-03-14
Reclaim America,UC3tKuoiw8g5MlVL3CxOuZ0g,803.0,30421,36,1,False,2018-09-08,2019-08-26,2019-03-01
Reclaim Australia,UC7wFTT8cAE2UxHUOqMSf8Gg,18.0,2495,6,1,True,2015-04-16,,2019-03-01
Reclaim The Net,UCAwEa-OpqsGlIjvdykW0-Lg,94.0,3292,18,18,False,2019-03-03,2021-04-15,2020-05-25
Reconquête,UCrM5fz_LUUKfyWOLLMJTStw,170.0,33500,13,0,True,2014-02-10,,2019-12-26
Reconquista,UC-hISNz9Hz2iJZKlpIqhf7A,179.0,36555,6,0,True,2017-07-05,,2020-10-21
RECONQUISTA,UCxlVysfTOEy3yyPGWVR9G-Q,1136.0,148016,35,1,False,2015-01-17,2020-02-25,2019-03-01
reconquista177,UCH65tEgmiwxS7fsYNVh2VPg,24.0,55856,2,0,True,2011-07-25,,2021-02-21
Reconquista Borussia,UCgG0nzYTJSxmk9z9K0WJy4w,214.0,96825,13,0,False,2016-05-06,2020-10-10,2020-05-01
RECONQUISTA Україна,UCl82QKQqiApaldXAVcE-tJA,3270.0,674853,40,0,True,2014-04-30,,2020-12-13
Red666White,UCNCav6NTSH1WHh87B3_a-eQ,1353.0,875006,3,1,True,2011-06-14,,2019-03-01
Red Baron,UC5rVtiGIg6SPbFN4Mxk0jcA,2360.0,1081617,193,180,False,2016-10-01,2021-02-22,2020-05-08
Red Elephant's Revenge,UCc6_gO6Gvh3dYY8yocJDY-g,596.0,2336,174,173,False,2020-08-25,2021-03-06,2020-08-27
Red Eye,UCx9HGT9l3nrFJ9EgRu6uNJw,46.0,3377,44,0,True,2018-11-11,,2020-11-24
Red Ice Media,UCXwpW8u8IdCTnYxCBhJcg5w,11202.0,101306,14,14,False,2016-08-16,2019-10-23,2019-03-01
redice tv,UCUUhFjBHWoF5BjMLK83d9sQ,4.0,63,1,0,False,2017-08-29,,2020-09-22
Red Ice TV,UCFUC7NaTxZanB_FVOJN92eg,335460.0,45219891,1979,1973,False,2009-05-14,2019-10-17,2019-03-01
Redman Trump Fan,UCCTYjdRsvqalYTI2wJOWnGA,30.0,3557,134,6,False,2012-07-13,2020-11-15,2019-03-01
Redneckonomics,UCTEHfR4yoB25r_UAm83ZmdQ,1170.0,55177,166,0,True,2012-06-08,,2020-10-24
Redoubt News,UCAb0o7D-YT-sl5_W8sP5n2g,2060.0,276396,581,0,True,2016-01-02,,2020-06-05
RedPanels,UCe2XP62gWpaLWkCAgeWt8bA,733.0,4084,1,0,True,2016-07-23,,2020-04-01
RedPill78,UCk0rJN52_9-cLGW-TeZwDGw,270000.0,48764950,797,79,True,2006-07-21,2020-10-15,2020-06-06
Red Pill Bulgaria-V2.0,UC5VDvbx5j2m0XtM2N7pfQwQ,100.0,734,9,0,True,2017-10-25,,2020-10-20
Red Pill Dragon,UCKryI7v6rZBa9obNBqO0b2Q,20.0,1322,38,0,False,2014-04-27,,2019-03-01
REDPILLED,UCnAexy6EMuWi3DopImsE7yQ,2490.0,458119,489,7,False,2016-05-08,2020-06-09,2020-06-09
REDPILLED2,UCB4imfBhel9-MfvBrh71nLA,653.0,78684,145,12,False,2020-05-14,,2021-07-27
red pilled girl,UC9Ncl7d4Xb__887pqflToUQ,616.0,32342,145,142,False,2016-10-06,2021-07-23,2020-05-16
Red Pill Germany,UCWcbn1OURjNxx8kr4FJ4Y-w,0.0,1777671,660,113,False,2016-04-10,,2021-07-27
Red Pill Learning Center,UCErWuf5dOKZPwBpb2ef2uFQ,601.0,132041,10,0,True,2016-05-24,,2020-07-13
Redpill Media,UCCmwf4LaY7OfgrsODMNpBWw,4840.0,360684,126,61,True,2017-07-20,2021-01-22,2020-11-06
Red Pill Media,UCjsSMkpnjkd96OorKMq4ajQ,1050.0,119300,16,0,True,2018-03-17,,2020-11-23
Red Pill Philosophy,UCpM_hmOVus872lSLIdbirXQ,208029.0,57622768,1254,1244,False,2011-08-16,2020-12-26,2020-07-01
Redpill Prescription,UCIbVc3G_ztVnWUPXzKlkI_A,0.0,6755,5,1,True,2018-02-05,,2019-03-01
RedPillRecording,UChHhhS0vHzPUiip9HKR17CA,5454.0,732937,154,1,True,2013-06-28,,2019-03-01
Red Pill Religion,UCLv1KpuUhKaTjvHS8YV7-Vw,919.0,41367,175,0,True,2018-12-04,,2019-10-03
Red Pill Religion Lounge,UCKkxuj6Opa-JV3_s6r2CPEQ,2960.0,25815,112,0,True,2011-09-30,,2020-04-30
Redpill Rundown,UC6D1d_k76c-dCbAOielrQpw,510.0,14968,32,0,True,2018-03-17,,2020-08-14
RedPillsGalore,UCYmGq_lpl6P41cGz8V1_RlA,92.0,4023,16,1,True,2020-07-15,,2021-03-18
Red Shark Intelligence,UCy1HSd47dTBa6AkNr22A8sQ,62200.0,13023308,292,272,False,2017-03-17,2020-08-17,2019-10-23
Red Shift,UCkAnf1e8IxND1erLsP82XWw,1489.0,98194,232,1,False,2016-05-27,2020-06-11,2019-03-01
RedShirtArmy,UCItqgndxBXS_97-3l62kVgg,3418.0,676262,199,5,True,2007-06-29,,2019-03-01
Redsilverj,UCqRScKbESN0th-TdlmaQ6oQ,102000.0,2805720,160,22,True,2013-01-17,,2020-08-13
RED SUPREME TV 1,UCsi_S7mY2mup2Hoi7Rj4zSQ,7466.0,1202577,533,0,False,2015-03-13,,2019-03-01
redvexx,UCwioxoUl2GXntCzzXoTbaDg,70.0,23936,4,0,True,2006-08-14,,2020-12-31
reeeguadalupe,UCq1Rso2Cnn2Sy383BWmAcxg,264.0,846,20,1,False,2013-06-29,,2019-03-01
Reee Patriation,UCWHrUH_EZM9D5p-GRiuEibw,21.0,1252,8,0,True,2014-10-07,,2020-06-14
ReelLifeNews,UCqRjt9nARfoplAW_zStIdbw,72.0,149218,24,0,True,2009-05-08,,2020-01-29
Reenactor Guy,UC6vxuiSCqJh5hyXEiESmKoA,9269.0,0,213,4,False,2006-12-31,2020-07-02,2019-03-01
Referendum Boys,UCFoP2nZtnU1dxVBPU8wqfYw,320.0,287064,47,0,True,2014-09-12,,2020-11-23
Refugee Crime Map,UCy-UGpEJfMoswODS2qtPpNA,405.0,19661,14,0,True,2016-06-28,,2020-01-02
Refugee crisis in Europe,UCHYXrUFhWNWyauI-2UuPkrg,22663.0,3332418,30,2,True,2012-08-26,,2019-03-01
Regenere / Thierry Casasnovas,UCbwkSuFmwbalyCOrwXAtSXA,500000.0,92972285,1430,1,True,2010-01-15,,2020-08-04
Reggae First,UCCZMD9IhcoYCSCqrppZyJGw,1270.0,99081,29,28,True,2019-11-20,2021-07-29,2021-01-26
Reggie Ford,UCen0FG0WQwbaRlEQVvnsJDg,374.0,536522,113,0,True,2006-09-12,,2019-03-01
Reggin,UC3cEfX25VtV_mJvJQzTxwDg,34.0,15981,21,0,False,2013-04-12,,2019-03-01
Regulator Watch,UC1oVxQf3SyK3YC9_n1e1Jwg,6420.0,886400,482,8,False,2015-01-08,,2019-10-24
Reich-Wing Watch,UCqNWJOeBOBSF1pm9tjGnKhg,24602.0,5159537,419,3,True,2008-05-07,,2019-03-01
Reidh 88,UCqM5lbHvsGQn2DOlwZrjiUA,92.0,9881,6,0,False,2017-02-13,,2019-10-14
Reign Yisrael,UCS7Vn_70hb7PRjq_Ly8fZbg,4840.0,641126,55,0,True,2014-10-07,,2020-04-18
Reiner Kröhnert,UCdXWuulZUtRKpSEbB-usGzQ,348.0,618737,44,0,True,2007-12-06,,2021-05-12
Reiner Weiss,UCxlXB26fhjvUmmNKIM8uBkg,37.0,29259,35,0,False,2009-08-21,,2019-03-01
Reinhard Gröll,UCXOnf7RLzmPDvqa6BSWpvZA,6580.0,1590213,272,9,True,2009-01-19,,2020-05-02
Reinheit14,UCVhGRYwyfN-KTQfRyJ-GaKw,438.0,27480,19,11,False,2012-03-09,2019-06-05,2019-03-01
Rein weiblich,UCi2OESCUmgNaKnM9g_kR6dg,3410.0,55760,18,0,True,2020-05-03,,2020-11-07
Relentless Truth,UCGNNsTx5BmDVAdo-HxGwHbw,1780.0,60903,7,0,True,2015-01-24,,2020-09-21
ReligionOfTheTruth,UCBXH6-nT8P8Ma6zUXP6or8g,148.0,32544,5,0,False,2013-02-17,,2019-03-01
Religions [Myths],UCM0YCml8Vj61-ZSAJaw6Qvg,609.0,83186,104,2,False,2016-07-11,2021-01-22,2019-03-01
Rembrandt Clancy,UC7cHUQKl9Q9Tx8l8bZnBOjQ,392.0,262886,61,0,True,2012-06-02,,2020-01-01
remi gration,UCiaMfg_ZV5AOPlCCeCA0cuA,15.0,19281,11,0,True,2017-09-25,,2020-07-11
Remigration,UCYiVdYoWzTcoWZlX3GGIbzQ,145.0,30184,1,0,False,2014-09-17,,2020-07-11
Reminho989,UCRlSMiMCRnxCsPhC3Jo-VIQ,1636.0,643229,8,1,True,2007-09-28,,2019-03-01
Remote CFOs,UC6OJrggnDPBy42DFtRpLIBQ,27.0,9314,31,0,True,2019-06-05,,2021-03-13
Renaissance culturelle,UCEWtJdTWfvOEgemuihMU0Hg,154.0,3348,28,0,True,2019-07-11,,2020-07-11
Renaissance Française,UCY9ydp8w52H_5WgqdrVj7OA,485.0,62431,301,1,True,2018-03-02,,2020-07-13
Renaissance Horizon,UCd3HQiNlNvrBnSVv8MLTDIw,27700.0,2574539,185,23,True,2013-08-29,,2021-07-02
Renaissance Man,UCH-nRYYdHLsYadhLinj59Eg,4690.0,63397,112,111,False,2019-07-12,2021-02-25,2019-10-03
rena kawa,UCD3vPUk1pnBQBYi-BTfX2Ng,2358.0,49113,175,3,True,2018-01-09,,2019-03-01
Renard Monaie,UCVi7QDhAmxpScT59V3Y-NZA,58.0,59135,14,0,False,2010-03-18,,2020-04-18
Renegade History,UCxViI7L96a3CfAxaY3suFUQ,952.0,240525,8,0,True,2014-03-20,,2020-09-27
René Krüger -Afrikaans-,UCBVfsMlZq-nZpWORXq0CqBw,1200.0,25171,6,0,True,2018-07-27,,2020-10-03
René Krüger -English-,UCitKqI5uqLHJvhnP2LreaWA,1822.0,33501,6,0,True,2018-07-27,,2019-03-01
RennickeFrank,UCaUgW98qlDy7CAYR4GwvvAg,4291.0,1602280,31,26,True,2011-05-29,,2020-06-06
Reno May,UChJP9CkQnCodWR9ZXwE8IdA,37800.0,3994376,431,0,True,2016-06-12,,2020-06-03
RenovationMedia,UCT16K6NwQjS8xMhkibRHjwQ,171.0,46366,25,3,False,2017-11-02,2019-06-05,2019-03-01
Renzzler,UC1XpzUjOOjBGeNBJi-TOfjg,323.0,240740,46,0,False,2016-03-15,2020-06-11,2019-03-01
RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g,1270.0,318021,308,0,True,2011-01-12,,2021-03-19
repor33 Repo,UCSJ7ItTlsTLOTZw3VJ9T2Vw,77116.0,27100217,262,1,False,2015-11-12,2019-10-05,2019-03-01
RepThomasMassie,UCpmXOtvvXC3GE8o9VxYNK7g,5270.0,654020,281,0,True,2012-11-29,,2020-09-11
Republic Of Florida Militia II,UCq6QHfnYsSPWSrVUx0nN95w,44.0,3906,13,4,False,2018-03-13,2019-06-05,2019-03-01
Republic of Texas,UCll43qgOBoQ7ctPgH7MvP3w,1528.0,366842,1831,1,False,2016-08-15,2019-06-05,2019-03-01
Republikein,UCmOL_0s9s2AIv1fSkqr67BQ,142.0,132652,2,0,True,2008-04-12,,2021-03-07
Resett,UC8HjOxNTUtjmCTA-RM22u_w,1455.0,356322,80,0,True,2017-06-08,,2019-03-01
Resett Talkshow,UCm5dy5GevN0ju6f2-QXXCzA,1096.0,0,99,0,False,2018-01-02,,2019-03-01
Resistance GB,UCku3hnjEHRZdjAinUTlpcIw,13000.0,1489472,298,1,True,2020-10-29,,2021-03-15
Resistance TV,UCcQvYaTbYFAmADSgjZke0TQ,548.0,10402,92,0,True,2020-03-26,,2020-05-29
